mol solvent,mol solute,target Gsolv kcal
CC(=O)c1ccccc1,CC=C(C)C(OCCc1ccccc1)=O,-10.73234366
CC(=O)c1ccccc1,CCC(O)(C)C#C,-6.00897423
CC(=O)c1ccccc1,CCOC(CCC)=O,-5.34819164
CC(=O)c1ccccc1,CSSCC=C,-5.92822717
CC(=O)c1ccccc1,COC(CN)C(F)(F)F,-5.02071286
CC(=O)c1ccccc1,c1nocc1,-5.06777283
CC(=O)c1ccccc1,FC(F)(Cl)OC(C(F)(F)F)C(F)(F)F,-2.95602801
Cc1ccccc1,CC1=CC(CC1)=O,-7.28515772
Cc1ccccc1,Cc1nccc(C)c1C,-7.57533433
Cc1ccccc1,CCOS(O)(=O)=O,-8.40986312
Cc1ccccc1,CCC(F)=O,-3.50146191
Cc1ccccc1,CC(C)(C)C(Cl)=O,-5.15163122
Cc1ccccc1,CCCCCC(=Cc(cc1)ccc1C)C=O,-12.82032903
Cc1ccccc1,OCCCC(C)C,-5.75224825
Cc1ccccc1,COC(OC)C=C(C)CCC=C(C)C,-9.06013444
c2nc1ccccc1cc2,O=N(=O)C(N(=O)=O)N(=O)=O,-9.16488515
c2nc1ccccc1cc2,CC(C)C(=O)Oc(cc1)ccc1C,-9.09883239
c2nc1ccccc1cc2,C=CCOC(=O)c1ccccc1C(OCC=C)=O,-12.2183154
c2nc1ccccc1cc2,O=N(=O)c1cc(ccc1)NC(N)=S,-18.03097338
c2nc1ccccc1cc2,CC3C(C)(C)C(C1OC2)=C(CCC1CO2)C3(C)C,-10.99854914
c2nc1ccccc1cc2,Brc1cccnc1,-6.89319093
c2nc1ccccc1cc2,CC1CCc2c1cccc2,-6.77614307
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC1SCCS1,-4.28583419
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CN(C)CC=N,-2.90091082
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCC=C,-1.62632366
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,BrCC(C)=O,-2.59897236
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=N(=O)c1oc(cc1)C=NN2CC(=O)NC2=O,-8.86620011
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(Cl)C=C,-1.83190048
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCC(C)C(C)=O,-2.57089902
ClCCCl,CC(C)(C)C(C)=CC,-4.37021794
ClCCCl,CC(CCC1C(C)(C)S)CC1=O,-10.41906542
ClCCCl,OCCON(=O)=O,-6.9270436
ClCCCl,CC1(CCC2C1(C)C)CC2=O,-8.65363075
ClCCCl,OC1=CC2=C(C=C1)C(=NO2)C1=CC2=C(C=C1)C=C(O)C=C2,-19.95287917
ClCCCl,CCN(CC)c(cc1)ccc1C,-8.98330316
ClCCCl,CCCCCCCCCCCCCCCCCCCCCC(OC)=O,-16.78106978
OCCCCCC,FC(F)(F)C(C(F)(F)F)C(F)(F)Cl,-3.11696833
CCC(C)CC,CCCCCCCC(=O)Oc(cc1)ccc1C,-11.28092129
CCCCC(CC)=O,CN(C)C=NC(c1ccccc1)=O,-12.32151579
CCCCN(CCCC)C=O,CC3C(C)(C)C(C1OC2)=C(CCC1CO2)C3(C)C,-10.6267393
CCOP(OCC)(OCC)=O,CN(C)C=Nc1cc(cc(c1)N(=O)=O)N(=O)=O,-16.3310039
COCOC,CC(C)(C)c2cc(c1ccccc1)cc(C(C)(C)C)c2O,-15.09365947
CCCCC,OCCCc1ccccc1,-7.69642673
OCCC#N,OC(=O)Cc1ccccc1O,-13.99062327
CCNCC,COc1ccccc1N(=O)=O,-9.56556073
ClC(Cl)Cl,CC1OCC(C1O)=O,-6.20642983
CCOP(OCC)(OCC)=O,Ic2cc1ccccc1cc2,-10.14372511
CI,Clc2ccc(cn2)CN1CCNC1=NN(=O)=O,-19.89560771
CCC(C)CC,CCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCC)=O,-17.63500897
COCCOCCOCCOCCOC,Ic2cc1ccccc1cc2,-10.03575148
OCCS,Clc1ccc(cc1N(=O)=O)N(=O)=O,-10.9963535
CC(C)=O,OCCOC(=O)c1ccc(C(OCCO)=O)cc1,-18.39561122
CC(C)(C)CC(C)=C,COc1ccccc1C(O)=O,-9.18305802
NCCCC,Oc1ccc(C=C)cc1,-13.1604531
CCN(=O)=O,CCc(cc1CC)cc(CC)c1CC,-7.83758098
CCN(=O)=O,C(CCC1c2ccccc2)C1,-7.16300174
C#N,Clc1ccc(cc1N(=O)=O)N(=O)=O,-11.71304395
CCBr,ONC(c1ccccc1)=O,-10.04978263
CN1CCCC1,CCCCCCCC(=O)Oc(cc1)ccc1C,-12.13173644
CNC(C)=O,OC(=O)Cc1ccccc1O,-16.2472487
CCCOCC(O)C,CC(=O)c(cc1)ccc1C,-7.94570624
S=C=S,CC(C)(C)c2cc(c1ccccc1)cc(C(C)(C)C)c2O,-15.0863643
CCOCCOCCOCC,CCCC(OCC=Cc1ccccc1)=O,-11.28485825
CCCl,COc1nc(C)cnc1C,-7.84411274
O,Cc(ccc1C)cc1N(=O)=O,-4.46326843
CCC=C,COc1ccc(cc1)C(=O)NS(C(F)(F)F)(=O)=O,-13.00522217
O=CN,OC1CC(CC=C1C)C(C)=C,-7.49938893
ClC(Cl)(Cl)Cl,CN(C)C=NC(c1ccccc1)=O,-11.25705743
CCCCCCCCC,NCc1occc1,-4.56366799
CN(=O)=O,FC(F)(F)C(F)(F)C(F)(F)N,-4.0003277
O=CN,Cc(ccc1N(=O)=O)cc1F,-7.35465624
CCCCN(CCCC)C=O,FC1(F)COCO1,-4.50368977
COCCOCCOC,FC(F)(F)OC(F)(F)C(F)C(F)(F)F,-2.49512562
BrCCBr,NCc1occc1,-6.21846645
CC=O,C3C4CN(CC3CN(C4)Cc2ccccc2)Cc1ccccc1,-14.02078663
CCCCCN(CCCCC)CCCCC,CC(OCC1CCCO1)=O,-6.13740326
CCCCCCCCCC,Cc1nccc(C)c1C,-6.36165713
Cc1nc(C)ccc1,FC(F)(F)c1ccccc1C#N,-8.1449338
C1CC=CCC1,CC(C)(C)c2cc(c1ccccc1)cc(C(C)(C)C)c2O,-14.81454955
CCC(C)Cl,FC(F)(Cl)CC(F)(F)Cl,-4.32110861
OC1CCCCC1,COc1ccccc1N(=O)=O,-9.08798099
CN(C)C(C)=O,N#CC(c1ccccc1)=O,-8.62207088
CCCCOCCCC,Cc1ccccn1=O,-6.38960929
CCCCl,Fc1cn(C)c(=O)[nH]c1=O,-10.65814887
COCOC,CC1(OC2(C)C)CC(C2CC1)OC(C)=O,-9.89712688
CC(C)(C)Cl,CCc(cc1CC)cc(CC)c1CC,-9.12470286
CCCCNCCCC,CCCCCCCC(=O)Oc(cc1)ccc1C,-11.51635863
CCC(O)CC,O=N(=O)C(C(N(=O)=O)(N(=O)=O)N(=O)=O)(N(=O)=O)N(=O)=O,-5.19882858
CCCCOC(=O)c1ccccc1C(OCCCC)=O,Brc1ccc(cc1)N=CN(C)C,-11.38306301
OCCO,FC(F)(F)C(C(F)(F)F)C(F)(F)Cl,-1.52770946
CCC,COc1nc(C)cnc1C,-6.97827419
CCOC(C)=O,Oc1cc(ccc1)NC(C)=O,-15.31638055
ClC(Cl)=O,CC1(C)CCCC(C)=C1C=CC(C)=O,-11.0860474
CCCCCN(CCCCC)CCCCC,CN(C)C=NC(SCc1ccccc1)=S,-12.77370355
OCCN(C)CCO,CC1CCCCC1=O,-5.91125907
COCCOCCOCCOCCOC,CCCCCCCC(=O)Oc(cc1)ccc1C,-10.96582635
CCCCCCCCC,OCC1CCCCC1,-5.65043464
CSC,CCNc1nc(NC(C)(C)C#N)nc(Cl)n1,-16.35896588
CCCCCCC=C,OCCCc1ccccc1,-8.04205817
CN(C)C=O,NNc2c1ccccc1cnn2,-14.52259303
ClC(Cl)Cl,FC(C)C(F)(F)C(F)(F)C(F)(F)C,-4.78951778
COC(CC#N)=O,CC(=O)Nc1sc(nn1)S(=O)(=O)N,-21.81823967
CCC(C)=O,N#CC(c1ccccc1)=O,-8.40593917
CCN(=O)=O,CCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCC)=O,-17.07968365
CNC=O,CCCCC(CCCC)(C(CCCC)(CCCC)c(cc2)ccc2C(C)(C)C)c(cc1)ccc1C(C)(C)C,-15.11502761
CCBr,FC1OC(F)(F)OC1(F)C,-4.4281137
CCC(C)C,CCCCCCc1ccccc1,-8.36670805
CS(C)=O,ONC(c1ccccc1)=O,-13.44685152
CC1CCCC1,Fc1cn(C)c(=O)[nH]c1=O,-7.24345203
CS(C)=O,Brc1cccnc1,-6.65464735
OCCO,CCOc(cc1)ccc1N,-9.07761491
CCCCCCCCCC,CC(OC(OC(C)=O)C1(OC(C)=O)C=CC(O1)N(=O)=O)=O,-10.34482098
OC(C)=O,Cc(ccc1C)cc1N(=O)=O,-8.12822147
OCCOCC,c1nocc1,-5.19462373
COCCO,CC1(CCC2C1(C)C)CC2=O,-7.52918587
CCCCCCCCC,OC(=O)c1ccc(cc1)N(=O)=O,-7.77937275
CC(Cl)Cl,FC(F)(F)C#CC(F)(F)F,-1.25557008
CCCCCCCC=C,CC1(C)NC(=O)NC1=O,-7.67942644
OCCc1ccccc1,CCOC(C(CCc2ccccc2)NC(C)C(=O)N1CCCC1C(O)=O)=O,-20.21911319
CCOC(CCC)=O,CCOc1ccc(Cl)cc1,-8.06946077
OCCCCCCCCCCCC,c(cc1)ccc1c3oc(nc3)c4ccc(cc4)c(nc5)oc5c2ccccc2,-20.45922438
CCC(C)C,c(cc2)cc1=CC=CC=c2o1,-7.63676009
CC(C)C(C)C(C)C,FC(F)(F)n1cccc1,-3.72378226
OCCOCCO,CCN(CC)c1ccc(cc1)N(=O)=O,-12.75378555
CCCCNCCCC,CN(C)C=Nc1cc(cc(c1)N(=O)=O)N(=O)=O,-14.22105061
CCNCC,CC(C)C(F)(C)C,-4.10069156
N#CCCOCCC#N,CC1CCCCC1=O,-5.82090376
CCC,ClCc(cc1)ccc1Cl,-7.34433381
O=C1CCCO1,Fc1cn(C)c(=O)[nH]c1=O,-12.90776142
OCCOCCN,ClCc(cc1)ccc1Cl,-7.38844389
CCCCC(CC)COC(CCCCC(OCC(CC)CCCC)=O)=O,ClC(Cl)C(F)(F)F,-3.28252918
S=C=S,CC(C)N2C(c1ccccc1NS2(=O)=O)=O,-12.87007873
CCCCC#N,CCc1cc(C)sc1C,-6.66324934
ClC(Cl)Cl,CC1(C)NC(=O)NC1=O,-9.4211344
CCCCCC,CC(C)C(C)(C)C(F)(F)F,-4.26970721
OCCOCCOCCOCCO,OCC(F)(F)C(F)(F)C(F)(F)C(F)F,-7.25292752
ClC(Cl)Cl,CN(C)n1cccc1,-6.86460352
OCCOCCN,CC1(OC2(C)C)CC(C2CC1)OC(C)=O,-8.08997404
SC,OC1CC(CC=C1C)C(C)=C,-8.96118038
CCCCN(CCCC)C=O,O=c1[nH]c([nH]cc1)=S,-14.84702158
CCCCOP(OCCCC)(OCCCC)=O,CC(OC1(C)CC(C2)=O)CC=C1C2(C)C,-9.91615436
CCCCCCCCCCCCCC,CCCCCCc1ccccc1,-7.84168188
ClCC(C)C,CCCCCCCCn1ccnc1,-11.29011609
CCCCCCCCCCCCCCCC,ClC(Cl)(Cl)C1OC1,-4.85904835
Cc1cccc(C)c1C,FC(F)(F)OCC(F)(F)C(F)C(F)(F)F,-3.23022414
OCc1ccccc1,CC(=O)Nc1cccc2c1C(=O)NC2=O,-14.23853102
CCCC(C)=O,Cc(ccc1N(=O)=O)cc1F,-9.14757953
CCCCl,CC(=O)Cc1ccccc1,-8.3775116
CCOCC,CC2CC(OCC2)c1ccccc1,-9.43252135
OCCCCCC,O=c1[nH]c([nH]cc1)=S,-13.41169261
OCCC(O)C,CCOc(cc1)ccc1N,-9.18902938
ClC(Cl)C(O)=O,CC1CCCCC1=O,-10.50690196
O=CN1CCOCC1,c(ccc1cc2sc3)cc1cc2c3,-10.65367667
CCCC(C)=O,CC2(CCC(CC2CCC3C1CC=CC41C)=O)C3CC4,-13.73526753
OCC,CC(C)(Oc(cc1)ccc1Cl)C(O)=O,-13.52422231
CCN(=O)=O,C(c2occc2)n1cccc1,-8.81524529
NCCCN(C)C,CCCC(OCC=Cc1ccccc1)=O,-11.01326558
CCCCOCCCC,CCOC(C)OCCc1ccccc1,-8.76393732
CC(C)=C,CC1(C)CCCC(C)=C1C=CC(C)=O,-10.60782527
CN(C)C=O,Cc1nccc(C)c1C,-7.17607703
CCCCOC(C)=O,Ic2cc1ccccc1cc2,-10.37380985
CCCCCCCCCCCCCC,CC1(C)N=NC(O1)=O,-5.01678405
CCCl,Clc2ccc(cn2)CN1CCNC1=NN(=O)=O,-19.4945215
CCN(CC)C(C)=O,FC(F)(F)c1ccccc1C#N,-8.63065002
CCN(CC)CC,ONC(c1ccccc1)=O,-8.82739264
CCCCCCCCC,FC1(F)COCO1,-3.02621858
ClC(Cl)Cl,Oc1ccc(C=C)cc1,-8.13162081
OCCC,OCN1C(=O)NC(C1(C)C)=O,-13.4272393
CC(CC(C)=O)=O,C(c2occc2)n1cccc1,-8.85214217
CC#N,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C=C2O,-24.02010423
CC(C)CC(C)C,Clc2ccc(nn2)NS(c(cc1)ccc1N)(=O)=O,-14.54511018
OC(C)C,OCC2(C)C1CCC(C(CCC(C)=CCO)C1(C)CCC2)=C,-18.04312639
CCCCOCCCC,FC(F)(F)C(OC(C(F)(F)F)=O)=O,-2.40036414
OCCCCCC,CCC(F)(F)C(F)(F)C(F)(F)F,-2.41481726
CCN(CC)CC,FC(F)(Cl)OC(C(F)(F)F)C(F)(F)F,-3.43606086
CN(=O)=O,Cc1nccc(C)c1C,-7.23178238
CCC(C)C,CC1OCC(C1O)=O,-5.08099856
NCCC,ClC1(Cl)C2(Cl)C3COS(OCC3C1(Cl)C(Cl)=C2Cl)=O,-13.79144088
FCCCCCCCC,FC1(F)COCO1,-3.89602905
S=C=S,FC(F)(Cl)OC(C(F)(F)F)C(F)(F)F,-3.30329829
ClB(Cl)Cl,CCCCC(CCCC)(C(CCCC)(CCCC)c(cc2)ccc2C(C)(C)C)c(cc1)ccc1C(C)(C)C,-22.61960676
CC(C)C,Cc1nccc(C)c1C,-6.74595304
N#CCCCCC#N,CCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCC)=O,-14.81011062
CN(C)C(C)=O,c1nocc1,-5.53381983
OCCCl,FC(F)(F)OC(F)(F)C(F)C(F)(F)F,-0.967669
C=CC=C,CCC(=O)c1cc(C)ccc1O,-9.7514432
COC(CC#N)=O,FC(F)(F)CC(F)C(F)(F)F,-2.78929481
S=C=S,CC1(C)NC(=O)NC1=O,-7.88951372
CCBr,O1C=CCC=C1,-4.61392343
CC(C)C,CCCCCCCCn1ccnc1,-9.97793125
OCCC#N,Ic2cc1ccccc1cc2,-8.11761795
CCC(O)CC,FCC(F)(F)C(F)(F)OC(F)(F)C,-3.937878
OCc1ccccc1,CCCCCCCCCCc2c1ccccc1ccc2,-12.82368256
OCCCCC,OCN1C(=O)NC(C1(C)C)=O,-12.75388469
OCC(C)C,CCC(O)C(C)(C)C=CC1CC=C(C)C1(C)C,-10.87038629
COC(CC#N)=O,CC(C)NC(C)(C)C,-4.05717089
CCCCCCC,CCCCCCc1ccccc1,-8.17634247
NCCCN(C)C,ClCC(=O)c1ccccc1,-8.82035609
OCCc1ccccc1,COc1ccc(cc1)C(=O)NS(C(F)(F)F)(=O)=O,-15.01079477
ClB(Cl)Cl,OC1CC(CC=C1C)C(C)=C,-8.15497208
CCC,FCC(F)(F)C(F)F,-2.24191313
COC,CCCCCCc1sccc1,-8.73409217
OCCCl,O=N(=O)C(N(=O)=O)(N(=O)=O)N(=O)=O,-3.78508789
CS(C)=O,FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,2.34279105
CCCC=O,OC(=O)c1ccc(cc1)N(=O)=O,-13.16352305
CN(C)C(C)=O,CC1(OC2(C)C)CC(C2CC1)OC(C)=O,-9.36607944
O=CN1CCOCC1,FC(F)(F)C#CC(F)(F)F,0.10683464
C1CC=CCC1,CC(=O)Nc1cccc2c1C(=O)NC2=O,-11.80016241
OCCCO,CC(C)(C)c2cc(c1ccccc1)cc(C(C)(C)C)c2O,-11.50815671
CCOC(C)=O,CC(=O)Nc1sc(nn1)S(=O)(=O)N,-22.08806613
CCBr,FC(F)(F)c1ccccc1C#N,-8.43756619
CCC(C)CC,CCCCCCc1sccc1,-8.14983359
OCCC,Cc(ccc1N(=O)=O)cc1F,-8.15441928
OC(C)=O,FC(F)(F)OC(CC)=O,-3.29146303
CC(C)C,FC(F)(F)n1cccc1,-4.04870474
CN(=O)=O,CN(C)C=Nc1cc(cc(c1)N(=O)=O)N(=O)=O,-15.86247951
OCCOCCCC,O=c1[nH]c([nH]cc1)=S,-14.12795289
CC(=C)C#C,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(C(F)(F)F)=O,-2.56170513
COCCOCCOC,FC(F)(F)C(F)CC(C)C(F)(F)F,-4.78005531
CC=O,COc1ccc(C(O)=O)cc1,-12.16649256
CC1CCCC1,OCC1CCCCC1,-5.94221531
OCCCCCCCCCCCC,Brc1ccc(cc1)N=CN(C)C,-10.61492781
CCOP(OCC)(OCC)=O,ClC(Cl)C(F)(F)F,-3.68075185
CC1CCCC1,FS(c1ccccc1)(=O)=O,-6.96060566
OCCCO,Cc1cc(C)ccc1,-4.07839455
NCCC,CCc1ccccc1C,-6.28556881
SC,c1nocc1,-5.65837637
OCc1ccccc1,CN(C)C=NC(SCc1ccccc1)=S,-15.33356262
CCC(C)=C,FC(F)(F)C(O)C(F)(F)F,-3.77637161
S=C=S,CCOc1ccc(Cl)cc1,-7.94117637
CCCCOCCCC,COc1ccccc1C(O)=O,-10.18974284
CCCCOP(OCCCC)(OCCCC)=O,CCCCCC(=Cc(cc1)ccc1C)C=O,-11.77640541
CNC(C)=O,OCC(F)(F)C(F)(F)C(F)(F)C(F)F,-8.01385063
OCCOCCCC,COc1ccccc1N(=O)=O,-9.55639068
CN(C)C=O,CC(C)C(=O)Oc(cc1)ccc1C,-8.78301957
N#CCCOCCC#N,FC(F)(F)CC(F)C(F)(F)F,-2.52036227
OCCCC,OC(c2ccccc2S3(=O)=O)=C(C(=O)Nc1ccccn1)N3C,-18.02368277
OCCC,N#CC(c1ccccc1)=O,-7.42531455
ClC(Cl)(Cl)Cl,CC(=O)Nc1sc(nn1)S(=O)(=O)N,-15.10215364
CN(=O)=O,OC1CC(CC=C1C)C(C)=C,-7.98776225
OCCCCCO,CC1CCOC1,-4.16875944
N#CCCCC#N,CCCCCCc1ccccc1,-5.98848624
C#N,Clc1cc(CN=CN(C)C)ccc1,-17.11531369
OCCS,FC(F)(F)C(O)C(F)(F)F,-5.37103346
COC(CC#N)=O,COc2cc1OCOc1cc2CC=C,-9.01674002
CCCCCN(CCCCC)CCCCC,CC(=O)Cc1ccccc1,-6.47416534
CCCCCCCCCCCCCC,CC(C)OC(=O)c1ccccc1,-7.01171591
OCC(O)CC,Brc1cccnc1,-6.86437505
ClC(Cl)(Cl)Cl,CCCCCCCCn1ccnc1,-10.82173652
OCCOCC,CC1(C)NC(=O)NC1=O,-13.02480434
ClC(Cl)Cl,CC1=CC(CC1)=O,-8.63442637
CCCCCCCCCCCCCC,CCCC(OCC=Cc1ccccc1)=O,-9.85191953
CCC#N,FCC(F)(F)C(F)F,-3.51986447
OCCC#N,FC1OC(F)(F)OC1(F)C,-3.43605457
ClC(Cl)C(O)=O,FC(F)(F)C(F)(F)C(F)(O)C(F)(F)F,-2.46992783
CC(Cl)Cl,OCC1CCCCC1,-6.82468366
O=S=O,COc1ccc(cc1)C(=O)NS(C(F)(F)F)(=O)=O,-15.02040862
COCOC,FCC(F)(F)C(F)(F)OC(F)(F)C,-5.17063796
CCOP(OCC)(OCC)=O,Brc1ccc(cc1)N=CN(C)C,-12.01937454
CC(C)OC(C)C,CC2(CCC(CC2CCC3C1CC=CC41C)=O)C3CC4,-13.87941125
FCCCCCCCC,FC(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,-7.34739593
CCOP(OCC)(OCC)=O,Cc(ccc1C)cc1N(=O)=O,-8.73402196
CCOP(OCC)(OCC)=O,c(ccc1cc2sc3)cc1cc2c3,-10.9269495
OCc1ccccc1,CC2(C1CCC=CCC=CCCCO1)CCC=C(C)CC=CC(C)(C)CCO2,-17.40216383
NCCCN(C)C,O=N(=O)C(N(=O)=O)(N(=O)=O)N(=O)=O,-4.8429339
C=CC=C,C(CC2)CCN2c1ccccc1,-9.56520336
OCCCCCCCCC,CCc1cc(C)sc1C,-6.31790128
SC,OC(CCc(cc1)ccc1O)=O,-13.02819692
CCCCl,O=c1[nH]c([nH]cc1)=S,-11.62468454
CCCCOCCCC,O1C=CCC=C1,-4.07186173
CC(=C)C#C,OCCCc1ccccc1,-8.62743956
CC(C)CC(C)C,Clc1ccc(cc1N(=O)=O)N(=O)=O,-8.72640722
CC(C)N(=O)=O,FC(F)(Cl)OC(C(F)(F)F)C(F)(F)F,-3.01892925
COC,CC(C)(C)c2cc(c1ccccc1)cc(C(C)(C)C)c2O,-15.86012753
CC(C)OC(C)C,CC1=CC(CC1)=O,-6.60990209
ClCBr,O=C(NC1CCCC1)Nc2ccccc2,-15.28487882
CC1CCCC1,CC(C)C(=O)Oc(cc1)ccc1C,-8.27596853
CCNCC,CC(=O)Nc1cccc2c1C(=O)NC2=O,-15.56675565
CCCC(C)CC,ClCC(=O)c1ccccc1,-7.10054152
NCCCN(C)C,FC(F)(Cl)OC(C(F)(F)F)C(F)(F)F,-7.16165966
Cc1nc(C)ccc1,Fc1cn(C)c(=O)[nH]c1=O,-12.13645132
N#CCCCCC#N,CNC(C)CC(F)(F)F,-4.23488589
CCCCCCCCCOC(=O)c1ccccc1C(OCCCCCCCCC)=O,CCCCCCc1sccc1,-7.68749082
CCCCNCCCC,ClC(Cl)C(F)(F)F,-3.30665925
OCC(O)CC,FC(F)(F)c1ccccc1C#N,-7.39957699
N#CCCCC#N,CNC(C)CC(F)(F)F,-4.15903226
CSC,N#CCC(=O)c1ccccc1,-11.28759181
CCNCC,CC1(C)N=NC(O1)=O,-6.83653593
CCCOCC(O)C,CCC(OCCc1ccccc1)=O,-9.09078559
NCCCN(C)C,CCCCCC(=Cc(cc1)ccc1C)C=O,-11.74215339
CCCCOCCCC,FC(F)(F)C(C)(C(F)(F)F)C(C)(C)C,-4.94014202
COCCOCCOC,FCC(F)(F)C(F)(F)OC(F)(F)C,-5.06621368
CC1CCCC1,FC(F)(F)S(=O)(=O)N=C(c1ccccc1)NS(C(F)(F)F)(=O)=O,-11.12096474
CC(C)N(=O)=O,CCCCCCc1sccc1,-7.68870732
CCC(C)=O,CCOC(C(CCc2ccccc2)NC(C)C(=O)N1CCCC1C(O)=O)=O,-20.95831263
CCCl,O=N(=O)c(ccc2NS(C)(=O)=O)cc2Oc1ccccc1,-19.66840213
CCCCCCCC=C,CC3C(C)(C)C(C1OC2)=C(CCC1CO2)C3(C)C,-10.57007355
ClCBr,CC(=O)c(cc1)ccc1C,-9.48038806
COCOC,Cc1cc(C)ccc1,-5.78832559
CCC(C)=O,O=N(=O)c(cc1)ccc1c2ccc(cc2)N(=O)=O,-16.11795211
SC,ClC(Cl)C(F)(F)C(F)(Cl)Cl,-5.91496766
OCCC,CC(OC(OC(C)=O)C1(OC(C)=O)C=CC(O1)N(=O)=O)=O,-13.04631859
NCCCC,CCCCCCCC(=O)Oc(cc1)ccc1C,-11.64780329
CCCC(C)CC,CCOc(cc1)ccc1N,-7.42532074
OCC,FC(F)(F)CC(F)C(F)(F)F,-3.02235732
CCCCCN(CCCCC)CCCCC,O=Cc2cc1ccccc1cc2,-8.42390896
OCc1ccccc1,CC(C)c(cccc1O)c1C,-9.58712901
N1CCCC1,FC(F)(F)C(C)(C(F)(F)F)C(C)(C)C,-5.10694278
CCC(C)=O,CC1=CC(CC1)=O,-7.33351763
CCC(O)CC,Cc1nccc(C)c1C,-8.11881481
COC(CC#N)=O,OC1=CC2=C(C=C1)C(=NO2)C1=CC2=C(C=C1)C=C(O)C=C2,-22.36532596
CCCCCCCCCCCCCC,CCCCCCc1sccc1,-7.73535815
ClC(Cl)(Cl)Cl,Ic2cc1ccccc1cc2,-10.08009362
CCC(C)=O,Oc1ccc(C=C)cc1,-10.84282658
NC(C)C,FC(F)C(F)(Cl)C(F)(F)C(F)C(F)(F)F,-6.3423629
NCCCN,CC(C)N2C(c1ccccc1NS2(=O)=O)=O,-18.56381331
OCC,CCCCC(CCCC)(C(CCCC)(CCCC)c(cc2)ccc2C(C)(C)C)c(cc1)ccc1C(C)(C)C,-17.76006099
CCC(C)=C,CC=C(C)C(OCCc1ccccc1)=O,-10.61167751
OC1CCCCC1,CCc1ccccc1C(O)=O,-10.6226307
O=CN,C=CC1OC(=S)NC1,-12.83553009
OCC(O)CO,CNC(C)CC(F)(F)F,-4.15057412
CC(C)CC(C)=O,COc1ccccc1N(=O)=O,-10.18606467
CCCCCC,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(C(F)(F)F)=O,-2.62230088
CCCCCCCC=C,CCCCC(C(CCC)Sc1ccoc1C)=O,-10.73976562
COC(CC#N)=O,CCOC(C(CCc2ccccc2)NC(C)C(=O)N1CCCC1C(O)=O)=O,-20.31561706
CNC=O,FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,1.0238077
Cc1cccc(C)c1C,O1C=CCC=C1,-4.2007272
ClC(Cl)Cl,OCC2(C)C1CCC(C(CCC(C)=CCO)C1(C)CCC2)=C,-16.99031496
CCCCCC(C)=O,CC1CCOC1,-4.24473282
Cc1cccc(C)c1C,O=C(NC1CCCC1)Nc2ccccc2,-13.22529507
CCCCCCCCC,FC(F)(F)C(C(F)(F)F)C(F)(F)Cl,-2.70783778
CC(C)CC(C)C,CC(=O)Nc1sc(nn1)S(=O)(=O)N,-12.28957745
OCCCCCCC,CCCCCCc1sccc1,-7.6696365
CCOC(CCC)=O,N#CC(c1ccccc1)=O,-8.07842521
CCCCC(C)=O,ClCC(=O)c1ccccc1,-9.07643961
OC(C)C,CCC(C)c1ccccc1OC(=O)NC,-12.01489375
CCC,FC(F)(F)n1cccc1,-4.17079878
CCCCOCCCC,COc1cc(CC=C)cc(OC)c1O,-10.01977609
CCCC(C)C,CC(OC(OC(C)=O)C1(OC(C)=O)C=CC(O1)N(=O)=O)=O,-10.67805451
CCC(C)=O,c(cc2)cc1=CC=CC=c2o1,-9.00562584
C#N,COc1ccc(C(O)=O)cc1,-11.67023629
NCCC,Ic2cc1ccccc1cc2,-10.01161173
OCCC#N,O=C(NC1CCCC1)Nc2ccccc2,-14.50973628
N#CCCCCC#N,COC(=O)C3c1ccccc1c2ccccc32,-11.30355107
CC(C)=O,CN1C=C(C(=O)C2=C1C=C(F)C=C2)S(C)=O,-16.46947644
ICI,CC1(C)NC(=O)NC1=O,-10.33437761
COC(OC)=O,CC2CC(OCC2)c1ccccc1,-8.92384437
CN(C)C(C)=O,CC(=O)Cc1ccccc1,-8.45963538
CCCCCC#N,FC(F)(F)c1ccccc1C#N,-8.21438515
